shift,intensity
1.000000000000000000e+03,2.817226568958574803e-02
1.000500250125062507e+03,-6.484196079746352764e-04
1.001000500250125015e+03,7.334064517132305241e-03
1.001500750375187636e+03,2.515274630484824574e-03
1.002001000500250143e+03,1.021198818939131683e-02
1.002501250625312650e+03,1.182943097988643950e-02
1.003001500750375158e+03,-2.692090072249357646e-02
1.003501750875437665e+03,3.689568846626672255e-03
1.004002001000500286e+03,-4.412021892900473523e-03
1.004502251125562793e+03,-1.048967507391371755e-02
1.005002501250625301e+03,-3.847330270021283045e-03
1.005502751375687808e+03,7.481610691676290545e-03
1.006003001500750429e+03,-3.133542453019218937e-02
1.006503251625812936e+03,-5.576040435095734604e-03
1.007003501750875444e+03,-4.269820662332556721e-02
1.007503751875937951e+03,-2.353271337790418128e-03
1.008004002001000458e+03,-1.911391906778454539e-02
1.008504252126063079e+03,-5.690870125624144550e-03
1.009004502251125587e+03,-2.305730088441399969e-02
1.009504752376188094e+03,1.637431527044404603e-02
1.010005002501250601e+03,-3.331995804817219908e-02
1.010505252626313109e+03,-1.205685946864896822e-02
1.011005502751375730e+03,-1.717669118343610746e-02
1.011505752876438237e+03,-1.852036253991781733e-02
1.012006003001500744e+03,1.680952377439349360e-02
1.012506253126563251e+03,6.522198678014686814e-03
1.013006503251625759e+03,-1.396937376533904408e-02
1.013506753376688380e+03,5.747440483894254021e-03
1.014007003501750887e+03,7.242798304483794025e-03
1.014507253626813394e+03,-2.396787700952803662e-02
1.015007503751875902e+03,2.400464013369562992e-03
1.015507753876938523e+03,-3.625628149456538302e-02
1.016008004002001030e+03,-2.502398544650969586e-02
1.016508254127063537e+03,-3.196717796471262862e-02
1.017008504252126045e+03,-1.900758001222042914e-02
1.017508754377188552e+03,1.813524781378539341e-02
1.018009004502251173e+03,1.371816337431420139e-02
1.018509254627313680e+03,1.747118470928397949e-02
1.019009504752376188e+03,7.437498612022204469e-03
1.019509754877438695e+03,2.517869766896083800e-02
1.020010005002501202e+03,2.075777070343270275e-03
1.020510255127563823e+03,9.432022761279438769e-03
1.021010505252626331e+03,2.698677954282075690e-03
1.021510755377688838e+03,-8.674109492428886889e-03
1.022011005502751345e+03,2.809400065112505757e-03
1.022511255627813853e+03,-1.906119257274835679e-02
1.023011505752876474e+03,-3.240623773240226824e-03
1.023511755877938981e+03,4.499436331343280998e-02
1.024012006003001488e+03,-3.411450945247542638e-02
1.024512256128064109e+03,4.433141255272546842e-03
1.025012506253126503e+03,-2.100969673742815805e-02
1.025512756378189124e+03,2.305605156709500739e-02
1.026013006503251518e+03,3.214224232078252697e-02
1.026513256628314139e+03,-8.242097323369291725e-03
1.027013506753376760e+03,9.228029135925124027e-03
1.027513756878439153e+03,-6.099800304181952904e-03
1.028014007003501774e+03,-2.761425861053453876e-02
1.028514257128564395e+03,1.194939048231791028e-02
1.029014507253626789e+03,-1.572733170376509329e-03
1.029514757378689410e+03,-2.288641023036971228e-02
1.030015007503751804e+03,-2.671499736279371595e-02
1.030515257628814425e+03,-8.062272761618492767e-03
1.031015507753877046e+03,9.157122763399937193e-03
1.031515757878939439e+03,-2.011417355803462453e-02
1.032016008004002060e+03,-3.577285506953274685e-02
1.032516258129064454e+03,-9.367603032781673597e-03
1.033016508254127075e+03,-4.843205732446833472e-02
1.033516758379189696e+03,-1.105304254571162423e-02
1.034017008504252090e+03,2.494172595672605741e-02
1.034517258629314711e+03,-2.112329452886155604e-02
1.035017508754377104e+03,3.789704840626888921e-02
1.035517758879439725e+03,1.380385325941709679e-02
1.036018009004502346e+03,-3.534788443221833013e-03
1.036518259129564740e+03,-1.350154932478767923e-02
1.037018509254627361e+03,-2.137267582110933769e-04
1.037518759379689754e+03,-1.903799032817568224e-02
1.038019009504752376e+03,4.102117256789198155e-03
1.038519259629814997e+03,3.856778741412910522e-02
1.039019509754877390e+03,1.682796546525144876e-02
1.039519759879940011e+03,1.951219043795846680e-02
1.040020010005002405e+03,-1.911546828179057312e-03
1.040520260130065026e+03,2.822823230717286334e-03
1.041020510255127647e+03,8.430138856660395613e-03
1.041520760380190040e+03,-2.259510107777564988e-02
1.042021010505252661e+03,-1.928060605976470235e-02
1.042521260630315055e+03,2.343406598163330287e-02
1.043021510755377676e+03,2.051324467901170789e-02
1.043521760880440297e+03,4.800756124770275374e-04
1.044022011005502691e+03,2.450914715187824111e-02
1.044522261130565312e+03,6.980541363239181618e-03
1.045022511255627705e+03,-1.443334864567316113e-02
1.045522761380690326e+03,-9.819684368592180180e-04
1.046023011505752947e+03,9.326108004080471692e-03
1.046523261630815341e+03,1.039009177182762846e-02
1.047023511755877962e+03,-5.129519163680545946e-02
