shift,intensity
1.000000000000000000e+03,-1.758676702103179751e-02
1.000500250125062507e+03,-2.570481554325437790e-02
1.001000500250125015e+03,-3.213526727267696642e-02
1.001500750375187636e+03,-8.363710092801641266e-03
1.002001000500250143e+03,-1.663438756617505870e-02
1.002501250625312650e+03,2.518426641173138192e-02
1.003001500750375158e+03,1.314535495956249515e-02
1.003501750875437665e+03,-3.708601017650686726e-02
1.004002001000500286e+03,3.014860632096714316e-02
1.004502251125562793e+03,4.895608715399898253e-03
1.005002501250625301e+03,3.046533711798769112e-02
1.005502751375687808e+03,7.487317888856557212e-03
1.006003001500750429e+03,3.541834428154261305e-02
1.006503251625812936e+03,2.083614921824484753e-02
1.007003501750875444e+03,3.823609639472796279e-04
1.007503751875937951e+03,-1.941325262603802587e-02
1.008004002001000458e+03,1.102299319790337817e-03
1.008504252126063079e+03,-3.942097388673245634e-02
1.009004502251125587e+03,-2.464175177185290444e-02
1.009504752376188094e+03,1.824256125037143975e-02
1.010005002501250601e+03,-7.406123431221364739e-03
1.010505252626313109e+03,-4.369742735163427774e-03
1.011005502751375730e+03,2.611894467374766514e-03
1.011505752876438237e+03,-1.045660371099889005e-03
1.012006003001500744e+03,-1.024932659435397360e-02
1.012506253126563251e+03,-2.630049514077588760e-02
1.013006503251625759e+03,3.873382680903909078e-03
1.013506753376688380e+03,-1.546162695979982384e-02
1.014007003501750887e+03,-8.868862000872574508e-03
1.014507253626813394e+03,-2.625423301669649670e-02
1.015007503751875902e+03,-5.147474559911645667e-03
1.015507753876938523e+03,3.457666528190447841e-02
1.016008004002001030e+03,7.722461943085435175e-03
1.016508254127063537e+03,-6.595525282807657153e-03
1.017008504252126045e+03,-2.260981884614912327e-02
1.017508754377188552e+03,-6.733481090791866575e-03
1.018009004502251173e+03,2.779679422627274327e-02
1.018509254627313680e+03,1.459852124110820951e-02
1.019009504752376188e+03,-4.279086420496206735e-04
1.019509754877438695e+03,-4.733128080880803215e-04
1.020010005002501202e+03,-2.054989002847169670e-03
1.020510255127563823e+03,-1.400850050461441287e-02
1.021010505252626331e+03,9.342024262176416849e-03
1.021510755377688838e+03,-3.480280938458710921e-02
1.022011005502751345e+03,-9.659305321779465894e-03
1.022511255627813853e+03,1.336298771430471585e-02
1.023011505752876474e+03,-7.061996624500547701e-03
1.023511755877938981e+03,2.728000132626013513e-02
1.024012006003001488e+03,-3.332655736567583654e-02
1.024512256128064109e+03,-1.694824005038842243e-02
1.025012506253126503e+03,-1.550672226053604642e-02
1.025512756378189124e+03,1.940521163536253289e-03
1.026013006503251518e+03,-1.701701453830462701e-02
1.026513256628314139e+03,4.511787624866138609e-03
1.027013506753376760e+03,4.749811829653608451e-03
1.027513756878439153e+03,-5.322352739376236264e-03
1.028014007003501774e+03,-4.634900459844896320e-02
1.028514257128564395e+03,3.631512301513872398e-03
1.029014507253626789e+03,-1.024122524129290022e-02
1.029514757378689410e+03,-2.039538017069151242e-03
1.030015007503751804e+03,-1.714534932300754372e-03
1.030515257628814425e+03,-7.120466970477280777e-03
1.031015507753877046e+03,4.751564389416079032e-02
1.031515757878939439e+03,-2.396479902503203738e-02
1.032016008004002060e+03,-2.584577660449736969e-02
1.032516258129064454e+03,-1.846904624750189336e-02
1.033016508254127075e+03,2.722554405334030089e-03
1.033516758379189696e+03,-1.740284961122649104e-02
1.034017008504252090e+03,-7.453706613481351703e-03
1.034517258629314711e+03,-2.812924449122744183e-02
1.035017508754377104e+03,-1.524657393769097979e-02
1.035517758879439725e+03,-2.044058820812396163e-02
1.036018009004502346e+03,-3.732043232903476445e-03
1.036518259129564740e+03,5.680226181490629841e-03
1.037018509254627361e+03,2.810122316934315564e-02
1.037518759379689754e+03,-2.857015414252911389e-02
1.038019009504752376e+03,9.901013624005777780e-03
1.038519259629814997e+03,1.578934711449802436e-02
1.039019509754877390e+03,-3.622610536586289010e-02
1.039519759879940011e+03,1.023868710931306360e-02
1.040020010005002405e+03,-1.396489464262999983e-02
1.040520260130065026e+03,-1.890644827754335566e-02
1.041020510255127647e+03,1.289582704195212787e-02
1.041520760380190040e+03,8.137580306259289140e-04
1.042021010505252661e+03,-2.733858797488639830e-02
1.042521260630315055e+03,3.496681797155102439e-02
1.043021510755377676e+03,-3.543233620720470656e-02
1.043521760880440297e+03,-6.974113429088059455e-04
1.044022011005502691e+03,3.388327248521484647e-02
1.044522261130565312e+03,-1.449740376859991707e-02
1.045022511255627705e+03,-3.618775921747567018e-03
