shift,intensity
1.000000000000000000e+03,-7.165013801261214737e-04
1.000500250125062507e+03,-1.355215807418408067e-02
1.001000500250125015e+03,-1.509751935476912402e-02
1.001500750375187636e+03,-9.592689920210612300e-03
1.002001000500250143e+03,-1.200503791585818408e-02
1.002501250625312650e+03,-2.069936380268419269e-03
1.003001500750375158e+03,3.772960212353650405e-03
1.003501750875437665e+03,3.071655578137784132e-03
1.004002001000500286e+03,6.550457919428168997e-03
1.004502251125562793e+03,1.513511772380791640e-02
1.005002501250625301e+03,-2.448525235487798712e-02
1.005502751375687808e+03,-1.015572174416373014e-02
1.006003001500750429e+03,-2.687495079966621681e-02
1.006503251625812936e+03,1.547230850374121730e-03
1.007003501750875444e+03,-1.335305867978101024e-03
1.007503751875937951e+03,6.635102471451898064e-04
1.008004002001000458e+03,-1.338927053566851865e-03
1.008504252126063079e+03,2.900563766647022701e-02
1.009004502251125587e+03,1.647653543692102068e-02
1.009504752376188094e+03,1.714309444878299102e-02
1.010005002501250601e+03,-6.621200028096416515e-03
1.010505252626313109e+03,-1.279063283956426676e-02
1.011005502751375730e+03,-1.846302399126658559e-03
1.011505752876438237e+03,1.152264311672810022e-02
1.012006003001500744e+03,-2.881710807202998888e-03
1.012506253126563251e+03,-9.581667889420815085e-03
1.013006503251625759e+03,2.421836466428251011e-02
1.013506753376688380e+03,-2.392197956415903493e-03
1.014007003501750887e+03,-2.244839634899025924e-02
1.014507253626813394e+03,2.840949772739694706e-02
1.015007503751875902e+03,3.121429862219344750e-02
1.015507753876938523e+03,1.235108275088198961e-02
1.016008004002001030e+03,9.357434563374624273e-03
1.016508254127063537e+03,2.465534443799865041e-03
1.017008504252126045e+03,5.267145526736968265e-03
1.017508754377188552e+03,-5.946550067844866977e-03
1.018009004502251173e+03,8.118781287015635478e-03
1.018509254627313680e+03,-3.133751016090300257e-03
1.019009504752376188e+03,2.302122546141635150e-03
1.019509754877438695e+03,5.185222134185349212e-03
1.020010005002501202e+03,6.101992908098200462e-03
1.020510255127563823e+03,1.450964240588041229e-02
1.021010505252626331e+03,3.605768006985619889e-02
1.021510755377688838e+03,-1.627855884277856074e-02
1.022011005502751345e+03,2.063795674426997101e-02
1.022511255627813853e+03,2.803466624144130420e-02
1.023011505752876474e+03,-2.860445552236743835e-02
1.023511755877938981e+03,-1.859790282717767307e-02
1.024012006003001488e+03,1.950381875857377240e-02
1.024512256128064109e+03,1.269524950668198687e-04
1.025012506253126503e+03,-3.845585329996466240e-02
1.025512756378189124e+03,-1.904615388692017242e-02
1.026013006503251518e+03,-1.856369089193334043e-02
1.026513256628314139e+03,-3.178733777227295970e-02
1.027013506753376760e+03,2.117064887768053960e-02
1.027513756878439153e+03,-2.420635653694845277e-02
1.028014007003501774e+03,3.454583295921808545e-02
1.028514257128564395e+03,-8.358968908952895197e-03
1.029014507253626789e+03,-1.324930044269472494e-02
1.029514757378689410e+03,-6.435420274677285980e-03
1.030015007503751804e+03,-2.209395959875612089e-02
1.030515257628814425e+03,3.244004341245153994e-02
