shift,intensity
1.000000000000000000e+03,-2.300437794936877403e-02
1.000500250125062507e+03,-1.140869371030859072e-02
1.001000500250125015e+03,-3.278138718459865097e-02
1.001500750375187636e+03,-2.358223984245209556e-02
1.002001000500250143e+03,-1.144808482236809970e-02
1.002501250625312650e+03,8.699099523281864088e-03
1.003001500750375158e+03,1.673823432289175961e-02
1.003501750875437665e+03,-2.751137828907534305e-02
1.004002001000500286e+03,-1.406069233445495816e-02
1.004502251125562793e+03,-5.668994723573604795e-03
1.005002501250625301e+03,-2.182008434672713659e-02
1.005502751375687808e+03,-3.508779370209261228e-02
1.006003001500750429e+03,1.258998056172279736e-02
1.006503251625812936e+03,1.618521908911126420e-02
1.007003501750875444e+03,-2.103124802626190129e-02
1.007503751875937951e+03,2.466650699823194973e-02
1.008004002001000458e+03,-7.966971335327241444e-03
1.008504252126063079e+03,-1.185384095634697127e-02
1.009004502251125587e+03,1.143926491643834989e-02
1.009504752376188094e+03,1.603597121093242733e-02
1.010005002501250601e+03,-6.867038488563390053e-03
1.010505252626313109e+03,5.076372845653217105e-05
1.011005502751375730e+03,3.331326113965005914e-02
1.011505752876438237e+03,3.360198826778084541e-02
1.012006003001500744e+03,1.259911745714064994e-02
1.012506253126563251e+03,-5.675911161198476072e-03
1.013006503251625759e+03,-1.929810393409906594e-02
1.013506753376688380e+03,8.816061363079122359e-03
1.014007003501750887e+03,1.147475946044076127e-04
1.014507253626813394e+03,-4.771389551122631918e-03
1.015007503751875902e+03,3.410182098110377589e-05
1.015507753876938523e+03,2.377852067621019205e-03
1.016008004002001030e+03,6.727512845402246200e-03
1.016508254127063537e+03,-2.045816901593515424e-02
1.017008504252126045e+03,3.378755900164808618e-02
1.017508754377188552e+03,-1.213392718507714900e-02
1.018009004502251173e+03,-8.928558884885666111e-03
1.018509254627313680e+03,3.357018213841672042e-03
1.019009504752376188e+03,-1.387698557194379061e-02
1.019509754877438695e+03,1.692249001369619098e-03
1.020010005002501202e+03,-4.169469876959586152e-02
1.020510255127563823e+03,2.015814060311481304e-02
1.021010505252626331e+03,2.164530530635535958e-03
1.021510755377688838e+03,-2.523936510888945273e-02
1.022011005502751345e+03,3.384860592621100062e-02
1.022511255627813853e+03,-2.160727725484284586e-02
1.023011505752876474e+03,1.699378613979640219e-03
1.023511755877938981e+03,-4.273780107291416690e-05
1.024012006003001488e+03,-1.759880543336777431e-02
1.024512256128064109e+03,-1.552288718974469822e-02
1.025012506253126503e+03,5.691114023221067152e-03
1.025512756378189124e+03,-1.931879468464778316e-02
1.026013006503251518e+03,2.268290670299427311e-02
1.026513256628314139e+03,7.224507896574288573e-03
1.027013506753376760e+03,5.745469754997852008e-02
1.027513756878439153e+03,2.664004452297496703e-02
1.028014007003501774e+03,-1.998614099610474329e-02
1.028514257128564395e+03,3.053134683083264748e-03
1.029014507253626789e+03,-6.377103992859611652e-03
1.029514757378689410e+03,-4.338430471944357616e-03
1.030015007503751804e+03,-9.927350248423807283e-03
1.030515257628814425e+03,-2.796770540646413561e-02
1.031015507753877046e+03,-2.233766119573606795e-02
1.031515757878939439e+03,6.156254085887895647e-03
1.032016008004002060e+03,9.791903483009628192e-03
1.032516258129064454e+03,-2.695207940565747320e-02
1.033016508254127075e+03,5.697111044295378492e-03
1.033516758379189696e+03,2.260368417653323830e-02
1.034017008504252090e+03,-1.781410078232993979e-02
1.034517258629314711e+03,1.929887354200804372e-02
1.035017508754377104e+03,2.156783695334487869e-02
1.035517758879439725e+03,-1.000899604977944710e-02
1.036018009004502346e+03,1.666755003672962254e-02
1.036518259129564740e+03,-5.878487429576000588e-03
1.037018509254627361e+03,2.057336603880982259e-02
1.037518759379689754e+03,-1.652576327730704772e-02
1.038019009504752376e+03,1.905199786682123045e-02
1.038519259629814997e+03,-1.334759629534596100e-02
1.039019509754877390e+03,-8.992461616981311731e-03
1.039519759879940011e+03,1.355626715930516443e-03
1.040020010005002405e+03,1.060044702948911323e-02
1.040520260130065026e+03,-4.119430354236842430e-03
1.041020510255127647e+03,1.446829273733700591e-03
1.041520760380190040e+03,5.878018368077814367e-03
1.042021010505252661e+03,1.499892915194556836e-02
1.042521260630315055e+03,-2.373280297584163742e-02
1.043021510755377676e+03,-4.609236348915875942e-02
1.043521760880440297e+03,2.953060717845866490e-03
1.044022011005502691e+03,-5.409907551114199889e-04
1.044522261130565312e+03,4.557770459788203438e-04
