shift,intensity
1.000000000000000000e+03,2.474277293778350331e-02
1.000500250125062507e+03,4.328719122148813603e-03
1.001000500250125015e+03,-1.679471015004711798e-02
1.001500750375187636e+03,1.036360454516362974e-02
1.002001000500250143e+03,2.699488751048223934e-03
1.002501250625312650e+03,2.895128872340878290e-02
1.003001500750375158e+03,9.768232593327376770e-03
1.003501750875437665e+03,3.306153035457706779e-02
1.004002001000500286e+03,-1.880224418201330988e-02
1.004502251125562793e+03,1.607635422377009377e-02
1.005002501250625301e+03,3.358727467264960385e-04
1.005502751375687808e+03,4.973525942917574223e-03
1.006003001500750429e+03,-1.332088992475576050e-02
1.006503251625812936e+03,1.223519394651978627e-02
1.007003501750875444e+03,2.196382411082260441e-03
1.007503751875937951e+03,-7.070763677016663959e-03
1.008004002001000458e+03,-3.921226521516358622e-03
1.008504252126063079e+03,-3.236843625772138633e-02
1.009004502251125587e+03,-5.383816167270651792e-03
1.009504752376188094e+03,4.705941228914373511e-03
1.010005002501250601e+03,-2.755267426640655142e-03
1.010505252626313109e+03,-1.657974863358890535e-02
1.011005502751375730e+03,-2.498960007882129394e-02
1.011505752876438237e+03,1.916840589874217737e-02
1.012006003001500744e+03,-4.219675273556064941e-03
1.012506253126563251e+03,-2.435583535922496851e-02
1.013006503251625759e+03,1.172387211478196321e-02
1.013506753376688380e+03,-5.399248985722590946e-03
1.014007003501750887e+03,3.268493524492906144e-02
1.014507253626813394e+03,1.387946665538519059e-02
1.015007503751875902e+03,-3.103386115019369715e-02
1.015507753876938523e+03,-2.322506956578894444e-02
1.016008004002001030e+03,1.564797062074223255e-02
1.016508254127063537e+03,2.517691974226133819e-02
1.017008504252126045e+03,-3.118463471863958114e-02
1.017508754377188552e+03,9.540191875663935409e-03
1.018009004502251173e+03,1.509124286629692432e-02
1.018509254627313680e+03,-4.943381508855420464e-02
1.019009504752376188e+03,-1.072585554261636792e-02
1.019509754877438695e+03,-7.516512514911650143e-03
1.020010005002501202e+03,-1.564831227214758327e-02
1.020510255127563823e+03,1.749887312857539151e-02
1.021010505252626331e+03,-2.703864707695521896e-02
1.021510755377688838e+03,-4.065031857289420534e-04
1.022011005502751345e+03,-1.514900239356485167e-03
1.022511255627813853e+03,2.865696479880120925e-02
1.023011505752876474e+03,3.863486146044200348e-02
1.023511755877938981e+03,-3.141729442220559006e-03
1.024012006003001488e+03,-1.552697803246399708e-02
1.024512256128064109e+03,-6.166070171849616192e-03
1.025012506253126503e+03,6.167849939935202142e-03
1.025512756378189124e+03,-4.302611384206087757e-04
1.026013006503251518e+03,4.950767484252256712e-02
1.026513256628314139e+03,-1.818369945963286063e-02
1.027013506753376760e+03,7.680894986091223176e-04
1.027513756878439153e+03,1.994818012860025136e-02
1.028014007003501774e+03,-2.821770981792875999e-02
1.028514257128564395e+03,-1.687389555929257046e-02
1.029014507253626789e+03,7.942680392117439786e-03
1.029514757378689410e+03,-2.287452695086871022e-03
1.030015007503751804e+03,-9.714477214243072076e-03
1.030515257628814425e+03,1.629874996713211177e-02
1.031015507753877046e+03,1.073395614379143298e-02
1.031515757878939439e+03,-1.690134712486281859e-02
1.032016008004002060e+03,4.242541526796174238e-03
1.032516258129064454e+03,-9.990979842431973665e-03
1.033016508254127075e+03,-1.391702523047399706e-02
1.033516758379189696e+03,-1.712366064540689001e-02
1.034017008504252090e+03,2.681338191240194985e-02
1.034517258629314711e+03,8.486241887393492292e-03
1.035017508754377104e+03,1.987353853168983067e-02
1.035517758879439725e+03,8.165571456469778583e-03
