shift,intensity
1.000000000000000000e+03,6.825712323455065955e-03
1.000500250125062507e+03,2.146372854639390371e-02
1.001000500250125015e+03,9.647003415502871174e-03
1.001500750375187636e+03,1.217505532212885197e-02
1.002001000500250143e+03,6.216538801209471783e-03
1.002501250625312650e+03,-3.588137297871273057e-02
1.003001500750375158e+03,3.129903755834109128e-03
1.003501750875437665e+03,-7.520763105808942958e-03
1.004002001000500286e+03,4.201073006602687454e-02
1.004502251125562793e+03,9.045657701961933375e-03
1.005002501250625301e+03,1.256198612032748650e-02
1.005502751375687808e+03,-2.301963958744479913e-02
1.006003001500750429e+03,-1.576860829613292367e-02
1.006503251625812936e+03,1.719945756199996179e-02
1.007003501750875444e+03,-4.858701333889465547e-03
1.007503751875937951e+03,-1.931109191234526776e-02
1.008004002001000458e+03,-1.368551334511227020e-02
1.008504252126063079e+03,3.589109213133266640e-02
1.009004502251125587e+03,4.245059909667042025e-03
1.009504752376188094e+03,3.782745837625599988e-02
1.010005002501250601e+03,-5.971044039251397276e-03
1.010505252626313109e+03,-1.102340405757951114e-02
1.011005502751375730e+03,8.518701883272217516e-05
1.011505752876438237e+03,1.947856525216223877e-02
1.012006003001500744e+03,-4.599949425748735624e-03
1.012506253126563251e+03,1.899631035706810661e-02
1.013006503251625759e+03,-1.834590844270564403e-02
1.013506753376688380e+03,1.510887141712066208e-02
1.014007003501750887e+03,1.471173835258130815e-02
1.014507253626813394e+03,-1.878297500161043090e-02
1.015007503751875902e+03,-5.316106605955323375e-03
1.015507753876938523e+03,-7.280984511784794125e-03
1.016008004002001030e+03,1.264352316591116528e-02
1.016508254127063537e+03,2.378834925199225635e-03
1.017008504252126045e+03,-1.280085803615112552e-02
1.017508754377188552e+03,-1.662555396573156888e-02
1.018009004502251173e+03,1.032127386230283043e-02
1.018509254627313680e+03,-4.226183144895921326e-03
1.019009504752376188e+03,-7.963496497897787699e-03
1.019509754877438695e+03,2.487957704754708080e-02
1.020010005002501202e+03,1.705764645462811563e-02
1.020510255127563823e+03,1.015767050798437564e-02
1.021010505252626331e+03,1.541450035608633168e-02
1.021510755377688838e+03,5.995522432324820565e-04
1.022011005502751345e+03,4.663052373459552341e-03
1.022511255627813853e+03,1.630784463725994463e-02
1.023011505752876474e+03,-5.140493740323590945e-03
1.023511755877938981e+03,-2.359887831356466750e-02
1.024012006003001488e+03,1.744725787361346009e-02
1.024512256128064109e+03,-2.483911629582216327e-03
1.025012506253126503e+03,3.415844440880682481e-02
1.025512756378189124e+03,-1.816450206721806002e-02
1.026013006503251518e+03,-3.738226218918559371e-03
1.026513256628314139e+03,1.073854436943546924e-02
1.027013506753376760e+03,2.635297103947051994e-02
1.027513756878439153e+03,-3.724143551447452183e-02
1.028014007003501774e+03,-1.764121088208904856e-02
1.028514257128564395e+03,-2.197238478710025755e-02
1.029014507253626789e+03,3.398572506458706621e-02
1.029514757378689410e+03,3.168294152678284570e-02
1.030015007503751804e+03,4.573253833078864961e-02
1.030515257628814425e+03,-5.648748440278623766e-03
1.031015507753877046e+03,-3.809096351975444113e-03
1.031515757878939439e+03,5.364185564214470764e-03
1.032016008004002060e+03,-5.276671235212813124e-04
1.032516258129064454e+03,1.659787395197376628e-02
1.033016508254127075e+03,-1.459377163365702676e-03
1.033516758379189696e+03,2.337392645642560884e-02
1.034017008504252090e+03,6.801875776412606277e-05
1.034517258629314711e+03,2.731681225049184189e-02
1.035017508754377104e+03,2.300834317968069274e-03
1.035517758879439725e+03,3.501404783722890379e-02
1.036018009004502346e+03,4.585291483805160016e-03
1.036518259129564740e+03,-9.127730763574015346e-03
1.037018509254627361e+03,1.761354026806258993e-02
1.037518759379689754e+03,4.092372098069619636e-03
1.038019009504752376e+03,1.645848700118409530e-02
1.038519259629814997e+03,7.798963174833788842e-03
1.039019509754877390e+03,2.745690450021079365e-02
1.039519759879940011e+03,-3.519163171668690526e-02
1.040020010005002405e+03,-7.826178793528932275e-04
1.040520260130065026e+03,7.287578648059594121e-03
1.041020510255127647e+03,-1.430094225431767030e-03
1.041520760380190040e+03,1.626243947391221162e-02
1.042021010505252661e+03,-2.392937454648375040e-02
1.042521260630315055e+03,3.555397489671505151e-02
1.043021510755377676e+03,-1.897972593404369246e-02
1.043521760880440297e+03,-1.644299530094625941e-02
1.044022011005502691e+03,-3.427383488496524907e-03
1.044522261130565312e+03,7.469245309981773330e-04
1.045022511255627705e+03,-1.379370168783227227e-02
1.045522761380690326e+03,1.138447899783271919e-02
1.046023011505752947e+03,2.832930069706484852e-02
1.046523261630815341e+03,-7.402107507818042609e-03
1.047023511755877962e+03,-9.177987675820526575e-03
1.047523761880940583e+03,-7.946558584361357314e-03
1.048024012006002977e+03,-3.788778820371374589e-03
1.048524262131065598e+03,-3.660201505032380145e-03
1.049024512256127991e+03,-2.249940254691905122e-04
1.049524762381190612e+03,-2.251163597599422500e-02
1.050025012506253233e+03,-1.854313438985798895e-02
1.050525262631315627e+03,-2.795179895840616165e-03
1.051025512756378248e+03,1.218219149907712705e-02
1.051525762881440642e+03,3.049965287938136496e-02
1.052026013006503263e+03,-5.385087490947623040e-03
1.052526263131565884e+03,1.897362162270646233e-02
1.053026513256628277e+03,8.690969718559711510e-03
