shift,intensity
1.000000000000000000e+03,3.892525513018429972e-02
1.000500250125062507e+03,9.256302970619861500e-03
1.001000500250125015e+03,-9.783948708341408743e-03
1.001500750375187636e+03,4.108530580037593471e-03
1.002001000500250143e+03,2.108058514750713042e-02
1.002501250625312650e+03,2.310303320898391202e-02
1.003001500750375158e+03,1.299986463425983202e-02
1.003501750875437665e+03,-1.075765180644467668e-02
1.004002001000500286e+03,9.621663020673713526e-03
1.004502251125562793e+03,-4.069552809345498151e-02
1.005002501250625301e+03,-2.215950166386663339e-02
1.005502751375687808e+03,1.034680149484986170e-02
1.006003001500750429e+03,3.816099174902904539e-02
1.006503251625812936e+03,-2.947892365711876714e-03
1.007003501750875444e+03,9.564213730812216527e-03
1.007503751875937951e+03,-1.892436487438613202e-02
1.008004002001000458e+03,2.068630203494624484e-03
1.008504252126063079e+03,1.066988548175932562e-02
1.009004502251125587e+03,1.718666301882936995e-02
1.009504752376188094e+03,-1.486533338983409870e-03
1.010005002501250601e+03,8.246051881683929760e-03
1.010505252626313109e+03,-1.107414581627353539e-02
1.011005502751375730e+03,-9.376706036687929013e-03
1.011505752876438237e+03,3.321911772416751701e-02
1.012006003001500744e+03,3.816966372693176429e-02
1.012506253126563251e+03,-2.005621730910973205e-02
1.013006503251625759e+03,-2.358295074646350395e-02
1.013506753376688380e+03,1.432690929294485813e-02
1.014007003501750887e+03,-8.025643942556925578e-03
1.014507253626813394e+03,9.363624432678860701e-03
1.015007503751875902e+03,-1.169846686877217511e-02
1.015507753876938523e+03,-9.106857563206600167e-04
1.016008004002001030e+03,-3.740570188867058804e-02
1.016508254127063537e+03,7.457830521190140019e-03
1.017008504252126045e+03,-4.139918420007583644e-03
1.017508754377188552e+03,1.472017078376202390e-03
1.018009004502251173e+03,7.054029890433925233e-03
1.018509254627313680e+03,-4.512747215005302737e-02
1.019009504752376188e+03,2.197406695099802035e-02
1.019509754877438695e+03,1.538178109002291509e-02
1.020010005002501202e+03,-6.972940708671178335e-04
1.020510255127563823e+03,1.076708198946228420e-02
1.021010505252626331e+03,-9.191080899532648799e-03
1.021510755377688838e+03,8.731875497410550302e-03
1.022011005502751345e+03,3.914102375559832397e-02
1.022511255627813853e+03,-9.750165238606514628e-03
1.023011505752876474e+03,1.712098567493662224e-02
1.023511755877938981e+03,-4.777929230351119459e-03
1.024012006003001488e+03,-5.649563455744275459e-03
1.024512256128064109e+03,-1.069702005034922458e-02
1.025012506253126503e+03,-2.050808666085945225e-02
1.025512756378189124e+03,-6.036452625413755600e-04
1.026013006503251518e+03,1.767518700402206586e-02
1.026513256628314139e+03,-2.190190821183566824e-02
1.027013506753376760e+03,-1.605818877465575722e-02
1.027513756878439153e+03,-7.150445181229600836e-04
1.028014007003501774e+03,4.094847578816812605e-03
1.028514257128564395e+03,2.465213267940708636e-02
1.029014507253626789e+03,-1.829346577427307108e-02
1.029514757378689410e+03,6.509541653446534494e-03
1.030015007503751804e+03,-2.221249328577587154e-02
1.030515257628814425e+03,2.023007791439564856e-02
1.031015507753877046e+03,7.444739038027050823e-03
1.031515757878939439e+03,-4.845828621124034785e-02
1.032016008004002060e+03,6.557517648120422468e-03
1.032516258129064454e+03,-1.534332847837845820e-02
1.033016508254127075e+03,6.240268092565340145e-03
1.033516758379189696e+03,1.797789007058679667e-02
1.034017008504252090e+03,-4.180318764824312444e-02
1.034517258629314711e+03,1.494603551438830310e-03
1.035017508754377104e+03,-1.072660820456528908e-03
1.035517758879439725e+03,-4.848276429958103297e-03
1.036018009004502346e+03,-8.106250466584324736e-04
1.036518259129564740e+03,-2.407950888442196916e-02
1.037018509254627361e+03,5.789312585058098773e-03
1.037518759379689754e+03,-9.204509525966629233e-03
1.038019009504752376e+03,2.830716227826028664e-02
1.038519259629814997e+03,-1.104805138797836615e-02
1.039019509754877390e+03,2.669388724620392131e-02
1.039519759879940011e+03,3.596302629420256025e-02
1.040020010005002405e+03,1.637661032481283613e-02
1.040520260130065026e+03,3.743255170893099865e-02
1.041020510255127647e+03,-3.090409588636633398e-02
1.041520760380190040e+03,3.256735676107328729e-03
